*Time 	VG2
0	0
0	1
0.002	1
0.002	0
0.02	0
 
*Time 	x2_minus_x1
0	6.36003523419155E-7
0.0002	-0.357450241978094
0.000205317532492779	-0.367930246713347
0.000214596498719775	-0.390090469765514
0.000217388704338424	-0.398069544768412
0.000219479905359478	-0.404603460133455
0.000221878552209009	-0.412834348120018
0.000224340070314054	-0.422231342984041
0.000227724842224647	-0.437000125486978
0.000230220558111039	-0.449432262770876
0.000231649720749435	-0.457224655334247
0.000232007011409034	-0.45924391078196
0.00023250329337823	-0.46209415878122
0.000233078730776047	-0.465472516846599
0.00023356081118182	-0.468363024046998
0.000234222129540637	-0.472413586370522
0.000235544766258271	-0.480778009216293
0.000237501983730418	-0.493634950222818
0.000240079633930928	-0.510891599087027
0.00024358547926855	-0.533214057998794
0.00024796621245548	-0.554931386590543
0.000252102187408266	-0.563862465245271
0.000258191799941911	-0.541051247988004
0.0002601689569051	-0.522581948221761
0.000261040001916473	-0.512387375389273
0.00026149187107692	-0.506640054106975
0.000261831594765662	-0.502069253134184
0.000262086606996393	-0.49849264606334
0.000262347978011879	-0.494697500189184
0.000262669969328432	-0.489842364016364
0.000263056832021075	-0.483746575008172
0.000263640269691765	-0.47401334274017
0.000264807145033146	-0.452630964652143
0.00026669836724641	-0.412800547736713
0.000270480811672937	-0.316549699313819
0.000274841260127425	-0.18451168822245
0.000278618502533603	-0.0578332654752032
0.000283237290058251	0.103735948681559
0.000286706265270724	0.225424867938083
0.000288772955238846	0.296773830173263
0.000290587098204474	0.358012279248488
0.000293484873279327	0.451987103589947
0.000295123240851676	0.502749899619462
0.000298399975996376	0.598294144898676
0.000301322673035074	0.676306678223149
0.000305526755813703	0.775969201451234
0.000309217806898682	0.851128427031438
0.000311371669413278	0.889690700131048
0.000313309620665483	0.921117165784601
0.000316332713621497	0.964211623182762
0.000318153343525702	0.986801389631341
0.000319583313118514	1.00284561569393
0.000320152703740075	1.00881362616217
0.000320393232605474	1.01104907942389
0.000320580436113803	1.01284567385659
0.000320740722271808	1.01443710224522
0.000320902568847255	1.0160398487693
0.000321040733841162	1.01739158223642
0.000321209904839971	1.01902562607321
0.000321415019340626	1.02098080296252
0.000321747513685829	1.02409694634464
0.000322167762776942	1.02794991533592
0.000322862865575301	1.03415163164805
0.000324253071172019	1.04625480729844
0.000327033482365456	1.07239192787145
0.000330136090549077	1.11089018948064
0.000331669370965241	1.13521545413332
0.000333408221064626	1.16871457220992
0.000335463525433429	1.21801219664842
0.000337428268299933	1.27601534824589
0.000340553618547215	1.39172329915509
0.000344905504092964	1.60087344065484
0.00034581185527736	1.65151717472566
0.000346546316495452	1.69421388901003
0.000347116739521116	1.72838819824234
0.000347553914719635	1.75517826833687
0.000347921847044103	1.77811793247926
0.00034841075163791	1.80913735287562
0.000349061179885744	1.85132018361935
0.000349885358643473	1.90619635015761
0.00035153371615893	2.02023386893857
0.00035451779493663	2.2381809441554
0.000357905248716175	2.49754404790176
0.000359651876227106	2.63448044126556
0.000361082038023924	2.74725690000673
0.000363262632094431	2.91862229723822
0.000365660138780578	3.1043293343783
0.000367817621284622	3.26755145828888
0.000371240002254133	3.5155167958446
0.000376066376142866	3.83614828477987
0.000381326049003617	4.14081079544686
0.000384291737111294	4.29072760161778
0.000386769944784114	4.40347393974718
0.000389026907688076	4.49618295160787
0.000392737836383802	4.62850012620482
0.000396834281828411	4.7470559607435
0.000400032645425942	4.82085197428674
0.000402518841125835	4.86767019306997
0.000404464045243471	4.89832590881899
0.000406718002586163	4.92783068584024
0.000409215580394529	4.95363285693023
0.000411695832697235	4.97275816207665
0.000413298441100903	4.98194310947969
0.00041650365790824	4.99387733328737
0.000419643119393541	4.99833290753658
0.000423966669714192	4.99508055102071
0.000429416414705497	4.97958384703431
0.000431173428462527	4.97230729643729
0.000434687455976587	4.95570424334821
0.000437954511807374	4.93862173735875
0.000442358360097012	4.91444655773709
0.000447953875282726	4.88384906796162
0.000450924463450923	4.8681645342544
0.000452724657021885	4.85898600438893
0.000456325044163809	4.841693572981
0.000458218935939416	4.83322158379847
0.000459273376105991	4.82870316592131
0.000460414827083652	4.82397952772762
0.000461181230107423	4.8209074732117
0.000462272466123392	4.81667291909847
0.000463248490741702	4.81302758754579
0.000463576428515458	4.81193070439248
0.000463758059494676	4.81170155539992
0.000463903421066063	4.81126864454734
